Ticker,Original_Name,Date,Action,Conviction,Entry_Price,T+1w,T+1m,T+3m,T+6m,Verdict
DNA,DNA,October 24th 2024,Avoid,3,7.94,-4.03,-9.57,65.99,-4.28,CORRECT ✅
WPC,WPC,October 24th 2024,Hold,5,55.23,-4.83,-2.48,-4.89,7.54,SAFE 🛡️
ADM,ADM,October 24th 2024,Hold,5,53.87,-2.28,-5.08,-9.49,-13.07,SAFE 🛡️
VFC,VFC,October 24th 2024,Buy,8,16.13,24.98,19.13,55.33,-32.35,CORRECT ✅
BA,BA,October 24th 2024,Buy,9,155.2,-3.8,-3.81,15.01,11.06,WRONG ❌
TSLA,TSLA,October 24th 2024,Hold,8,260.48,-4.08,35.35,58.32,-3.74,CORRECT ✅
BABA,BABA,October 24th 2024,Buy,10,94.76,1.68,-13.73,-10.65,23.46,WRONG ❌
INTC,INTC,October 24th 2024,Hold,7,22.34,-3.67,9.67,-3.45,-7.83,CORRECT ✅
META,META,October 24th 2024,Hold,8,565.54,-0.04,-1.52,12.18,-8.21,FLAT ➖
PBF,PBF,October 24th 2024,Hold,5,30.2,-10.46,1.37,-3.51,-48.98,SAFE 🛡️
ADM,ADM,October 24th 2024,Hold,5,53.87,-2.28,-5.08,-9.49,-13.07,SAFE 🛡️
SMCI,SMCI,October 24th 2024,Avoid,2,46.23,-37.03,-28.29,-27.73,-28.83,CORRECT ✅
DNA,DNA,October 24th 2024,Avoid,3,7.94,-4.03,-9.57,65.99,-4.28,CORRECT ✅
CCI,CCI,October 24th 2024,Hold,7,104.31,-3.55,-5.39,-19.19,-5.19,WRONG ❌
CIM,CIM,October 24th 2024,Avoid,2,13.9,-2.64,-5.48,-5.43,-21.08,CORRECT ✅
WPC,WPC,October 24th 2024,Hold,5,55.23,-4.83,-2.48,-4.89,7.54,SAFE 🛡️
SMCI,SMCI,October 24th 2024,Avoid,2,46.23,-37.03,-28.29,-27.73,-28.83,CORRECT ✅
BA,BA,October 24th 2024,Buy,9,155.2,-3.8,-3.81,15.01,11.06,WRONG ❌
PBF,PBF,October 24th 2024,Hold,5,30.2,-10.46,1.37,-3.51,-48.98,SAFE 🛡️
BABA,BABA,October 24th 2024,Buy,10,94.76,1.68,-13.73,-10.65,23.46,WRONG ❌
AMR,AMR,October 24th 2024,Avoid,1,203.37,2.42,20.7,-2.04,-38.81,WRONG ❌
CCI,CCI,October 24th 2024,Hold,7,104.31,-3.55,-5.39,-19.19,-5.19,WRONG ❌
DNA,DNA,October 24th 2024,Avoid,3,7.94,-4.03,-9.57,65.99,-4.28,CORRECT ✅
SMCI,SMCI,October 24th 2024,Avoid,2,46.23,-37.03,-28.29,-27.73,-28.83,CORRECT ✅
ADM,ADM,October 24th 2024,Hold,5,53.87,-2.28,-5.08,-9.49,-13.07,SAFE 🛡️
PBF,PBF,October 24th 2024,Hold,5,30.2,-10.46,1.37,-3.51,-48.98,SAFE 🛡️
META,META,October 24th 2024,Hold,8,565.54,-0.04,-1.52,12.18,-8.21,FLAT ➖
INTC,INTC,October 24th 2024,Hold,7,22.34,-3.67,9.67,-3.45,-7.83,CORRECT ✅
AMR,AMR,October 24th 2024,Avoid,1,203.37,2.42,20.7,-2.04,-38.81,WRONG ❌
META,META,October 24th 2024,Hold,8,565.54,-0.04,-1.52,12.18,-8.21,FLAT ➖
TSLA,TSLA,October 24th 2024,Hold,8,260.48,-4.08,35.35,58.32,-3.74,CORRECT ✅
BA,BA,October 24th 2024,Buy,9,155.2,-3.8,-3.81,15.01,11.06,WRONG ❌
VFC,VFC,October 24th 2024,Buy,8,16.13,24.98,19.13,55.33,-32.35,CORRECT ✅
VFC,VFC,October 24th 2024,Buy,8,16.13,24.98,19.13,55.33,-32.35,CORRECT ✅
MPW,MPW,October 24th 2024,Avoid,3,4.53,-6.09,-12.58,-5.46,11.74,CORRECT ✅
TSLA,TSLA,October 24th 2024,Hold,8,260.48,-4.08,35.35,58.32,-3.74,CORRECT ✅
BABA,BABA,October 24th 2024,Buy,10,94.76,1.68,-13.73,-10.65,23.46,WRONG ❌
INTC,INTC,October 24th 2024,Hold,7,22.34,-3.67,9.67,-3.45,-7.83,CORRECT ✅
MPW,MPW,October 24th 2024,Avoid,3,4.53,-6.09,-12.58,-5.46,11.74,CORRECT ✅
CIM,CIM,October 24th 2024,Avoid,2,13.9,-2.64,-5.48,-5.43,-21.08,CORRECT ✅
BABA,BABA,October 16th 2024,Buy on dips,9,100.47,-4.08,-11.34,-19.31,11.55,WRONG ❌
PYPL,PYPL,October 16th 2024,Hold,7,80.63,0.01,6.15,10.91,-22.95,CORRECT ✅
PYPL,PYPL,October 16th 2024,Hold,7,80.63,0.01,6.15,10.91,-22.95,CORRECT ✅
ALB,ALB,October 16th 2024,Look to add more,7,95.88,-4.37,3.92,-2.77,-41.03,CORRECT ✅
TSLA,TSLA,October 16th 2024,Hold,5,221.33,-3.47,40.6,93.48,14.02,SAFE 🛡️
NVDA,NVDA,October 16th 2024,Hold,5,135.67,2.83,8.13,0.39,-18.41,SAFE 🛡️
AMD,AMD,October 16th 2024,Hold,5,156.13,-2.06,-11.07,-23.17,-39.47,BAD HOLD ❌
ULTA,ULTA,October 16th 2024,Watch,6,373.21,-1.66,2.56,9.16,-1.86,CORRECT ✅
AMD,AMD,October 16th 2024,Hold,5,156.13,-2.06,-11.07,-23.17,-39.47,BAD HOLD ❌
NVDA,NVDA,October 16th 2024,Hold,5,135.67,2.83,8.13,0.39,-18.41,SAFE 🛡️
ALB,ALB,October 16th 2024,Look to add more,7,95.88,-4.37,3.92,-2.77,-41.03,CORRECT ✅
GXO,GXO,October 16th 2024,Hold,6,62.95,-2.35,-5.08,-28.64,-45.19,SAFE 🛡️
CRI,CRI,October 16th 2024,Buy,9,63.37,-2.6,-20.82,-18.87,-43.53,WRONG ❌
CRI,CRI,October 16th 2024,Buy,9,63.37,-2.6,-20.82,-18.87,-43.53,WRONG ❌
INTC,INTC,October 16th 2024,Hold,7,22.31,-1.48,12.19,-11.61,-8.96,CORRECT ✅
BABA,BABA,October 16th 2024,Buy on dips,9,100.47,-4.08,-11.34,-19.31,11.55,WRONG ❌
IWM,IWM,October 16th 2024,Buy,8,224.3,-3.31,2.29,-0.9,-17.3,FLAT ➖
ULTA,ULTA,October 16th 2024,Watch,6,373.21,-1.66,2.56,9.16,-1.86,CORRECT ✅
IWM,IWM,October 16th 2024,Buy,8,224.3,-3.31,2.29,-0.9,-17.3,FLAT ➖
BABA,BABA,October 16th 2024,Buy on dips,9,100.47,-4.08,-11.34,-19.31,11.55,WRONG ❌
INTC,INTC,October 16th 2024,Hold,7,22.31,-1.48,12.19,-11.61,-8.96,CORRECT ✅
IWM,IWM,October 16th 2024,Buy,8,224.3,-3.31,2.29,-0.9,-17.3,FLAT ➖
GXO,GXO,October 16th 2024,Hold,6,62.95,-2.35,-5.08,-28.64,-45.19,SAFE 🛡️
TSLA,TSLA,October 16th 2024,Hold,5,221.33,-3.47,40.6,93.48,14.02,SAFE 🛡️
GXO,GXO,October 16th 2024,Hold,6,62.95,-2.35,-5.08,-28.64,-45.19,SAFE 🛡️
INTC,INTC,October 16th 2024,Hold,7,22.31,-1.48,12.19,-11.61,-8.96,CORRECT ✅
ALB,ALB,October 16th 2024,Look to add more,7,95.88,-4.37,3.92,-2.77,-41.03,CORRECT ✅
TSLA,TSLA,October 16th 2024,Hold,5,221.33,-3.47,40.6,93.48,14.02,SAFE 🛡️
NVDA,NVDA,October 16th 2024,Hold,5,135.67,2.83,8.13,0.39,-18.41,SAFE 🛡️
AMD,AMD,October 16th 2024,Hold,5,156.13,-2.06,-11.07,-23.17,-39.47,BAD HOLD ❌
CRI,CRI,October 16th 2024,Buy,9,63.37,-2.6,-20.82,-18.87,-43.53,WRONG ❌
PYPL,PYPL,October 16th 2024,Hold,7,80.63,0.01,6.15,10.91,-22.95,CORRECT ✅
ULTA,ULTA,October 16th 2024,Watch,6,373.21,-1.66,2.56,9.16,-1.86,CORRECT ✅
AGG,Bonds,November 7th 2024,Buy selectively,7,94.27,-0.69,1.34,0.4,1.78,FLAT ➖
CPS,Cooper Standard,November 7th 2024,Strong Buy,10,15.92,-1.57,-6.78,-8.86,57.6,PENDING ⏳
BABA,Alibaba (BABA),November 7th 2024,Buy,10,98.48,-9.55,-14.19,0.24,23.06,WRONG ❌
INTC,INTC,November 7th 2024,Buy,9,26.23,-4.57,-20.24,-26.12,-22.57,WRONG ❌
BA,BA,November 7th 2024,Buy,8,150.98,-8.5,1.95,22.4,22.9,FLAT ➖
KRE,Regional Banks,November 7th 2024,Buy,8,62.94,1.86,2.99,2.04,-12.95,CORRECT ✅
GXO,GXO,November 7th 2024,Hold,6,60.42,-1.11,-17.66,-27.42,-36.97,WRONG ❌
J,J,November 7th 2024,Hold,7,142.05,-2.93,-4.85,-7.85,-17.44,WRONG ❌
PYPL,PYPL,November 7th 2024,Hold,7,81.16,5.46,10.49,-3.42,-15.56,CORRECT ✅
KR,KR,November 7th 2024,Hold,7,57.81,-0.39,0.41,10.04,23.3,FLAT ➖
PYPL,PYPL,November 7th 2024,Hold,7,81.16,5.46,10.49,-3.42,-15.56,CORRECT ✅
SQ,SQ,November 7th 2024,Pass,5,,,,,,PENDING ⏳
FMC,FMC,November 7th 2024,Hold,7,57.47,-8.81,-7.0,-40.68,-41.0,WRONG ❌
ASML,ASML,November 7th 2024,Pass,5,670.8,2.33,4.69,9.14,3.96,PENDING ⏳
EL,Estee Lauder,November 7th 2024,Buy,7,64.85,-2.23,20.19,-2.63,-9.77,CORRECT ✅
RRGB,Red Robin (RRGB),November 7th 2024,Avoid,2,5.2,-1.35,7.5,11.92,-47.69,WRONG ❌
SQ,SQ,November 7th 2024,Pass,5,,,,,,PENDING ⏳
FMC,FMC,November 7th 2024,Hold,7,57.47,-8.81,-7.0,-40.68,-41.0,WRONG ❌
ASML,ASML,November 7th 2024,Pass,5,670.8,2.33,4.69,9.14,3.96,PENDING ⏳
EL,Estee Lauder,November 7th 2024,Buy,7,64.85,-2.23,20.19,-2.63,-9.77,CORRECT ✅
KRE,Regional Banks,November 7th 2024,Buy,8,62.94,1.86,2.99,2.04,-12.95,CORRECT ✅
INTC,INTC,November 7th 2024,Buy,9,26.23,-4.57,-20.24,-26.12,-22.57,WRONG ❌
KR,KR,November 7th 2024,Hold,7,57.81,-0.39,0.41,10.04,23.3,FLAT ➖
GXO,GXO,November 7th 2024,Hold,6,60.42,-1.11,-17.66,-27.42,-36.97,WRONG ❌
BA,BA,November 7th 2024,Buy,8,150.98,-8.5,1.95,22.4,22.9,FLAT ➖
KRE,Regional Banks,November 7th 2024,Buy,8,62.94,1.86,2.99,2.04,-12.95,CORRECT ✅
INTC,INTC,November 7th 2024,Buy,9,26.23,-4.57,-20.24,-26.12,-22.57,WRONG ❌
BA,BA,November 7th 2024,Buy,8,150.98,-8.5,1.95,22.4,22.9,FLAT ➖
AGG,Bonds,November 7th 2024,Buy selectively,7,94.27,-0.69,1.34,0.4,1.78,FLAT ➖
BABA,Alibaba (BABA),November 7th 2024,Buy,10,98.48,-9.55,-14.19,0.24,23.06,WRONG ❌
CPS,Cooper Standard,November 7th 2024,Strong Buy,10,15.92,-1.57,-6.78,-8.86,57.6,PENDING ⏳
J,J,November 7th 2024,Hold,7,142.05,-2.93,-4.85,-7.85,-17.44,WRONG ❌
RRGB,Red Robin (RRGB),November 7th 2024,Avoid,2,5.2,-1.35,7.5,11.92,-47.69,WRONG ❌
AGG,Bonds,November 7th 2024,Buy selectively,7,94.27,-0.69,1.34,0.4,1.78,FLAT ➖
RRGB,Red Robin (RRGB),November 7th 2024,Avoid,2,5.2,-1.35,7.5,11.92,-47.69,WRONG ❌
BABA,Alibaba (BABA),November 7th 2024,Buy,10,98.48,-9.55,-14.19,0.24,23.06,WRONG ❌
EL,Estee Lauder,November 7th 2024,Buy,7,64.85,-2.23,20.19,-2.63,-9.77,CORRECT ✅
ASML,ASML,November 7th 2024,Pass,5,670.8,2.33,4.69,9.14,3.96,PENDING ⏳
J,J,November 7th 2024,Hold,7,142.05,-2.93,-4.85,-7.85,-17.44,WRONG ❌
GXO,GXO,November 7th 2024,Hold,6,60.42,-1.11,-17.66,-27.42,-36.97,WRONG ❌
KR,KR,November 7th 2024,Hold,7,57.81,-0.39,0.41,10.04,23.3,FLAT ➖
PYPL,PYPL,November 7th 2024,Hold,7,81.16,5.46,10.49,-3.42,-15.56,CORRECT ✅
FMC,FMC,November 7th 2024,Hold,7,57.47,-8.81,-7.0,-40.68,-41.0,WRONG ❌
CPS,Cooper Standard,November 7th 2024,Strong Buy,10,15.92,-1.57,-6.78,-8.86,57.6,PENDING ⏳
SQ,SQ,November 7th 2024,Pass,5,,,,,,PENDING ⏳
OXY,OXY,"November 22, 2024",Pass,4,50.58,-2.6,-7.46,-2.47,-20.13,PENDING ⏳
NVDA,NVDA,"November 22, 2024",Avoid,8,141.9,-2.61,-1.6,-5.29,-6.41,FLAT ➖
SHLS,SHLS,"November 22, 2024",Pass,3,4.83,8.07,13.25,-6.42,-5.38,PENDING ⏳
QXO,QXO,"November 22, 2024",Hold,7,17.04,-2.35,-11.21,-26.58,-1.29,WRONG ❌
NSRGY,NESTLE,"November 22, 2024",Watch for a pullback,5,82.43,2.0,-3.27,11.75,29.21,PENDING ⏳
CPS,CPS,"November 22, 2024",Buy,9,14.42,7.07,-4.58,2.01,53.54,WRONG ❌
AAP,AAP,"November 22, 2024",Strong Buy,9,39.88,1.37,7.26,7.08,22.16,PENDING ⏳
BABA,BABA,"November 22, 2024",Strong Buy,9,81.75,5.1,2.42,72.92,46.13,PENDING ⏳
IWM,IWM,"November 22, 2024",Buy,8,236.21,1.3,-7.0,-8.51,-14.45,WRONG ❌
NVDA,NVDA,"November 22, 2024",Avoid,8,141.9,-2.61,-1.6,-5.29,-6.41,FLAT ➖
VFC,VF CORP,"November 22, 2024",Buy,8,19.22,2.48,12.07,29.78,-37.85,CORRECT ✅
VFC,VF CORP,"November 22, 2024",Buy,8,19.22,2.48,12.07,29.78,-37.85,CORRECT ✅
VFC,VF CORP,"November 22, 2024",Buy,8,19.22,2.48,12.07,29.78,-37.85,CORRECT ✅
CPS,CPS,"November 22, 2024",Buy,9,14.42,7.07,-4.58,2.01,53.54,WRONG ❌
SHLS,SHLS,"November 22, 2024",Pass,3,4.83,8.07,13.25,-6.42,-5.38,PENDING ⏳
NVDA,NVDA,"November 22, 2024",Avoid,8,141.9,-2.61,-1.6,-5.29,-6.41,FLAT ➖
IWM,IWM,"November 22, 2024",Buy,8,236.21,1.3,-7.0,-8.51,-14.45,WRONG ❌
BABA,BABA,"November 22, 2024",Strong Buy,9,81.75,5.1,2.42,72.92,46.13,PENDING ⏳
AAP,AAP,"November 22, 2024",Strong Buy,9,39.88,1.37,7.26,7.08,22.16,PENDING ⏳
OXY,OXY,"November 22, 2024",Pass,4,50.58,-2.6,-7.46,-2.47,-20.13,PENDING ⏳
NSRGY,NESTLE,"November 22, 2024",Watch for a pullback,5,82.43,2.0,-3.27,11.75,29.21,PENDING ⏳
SHLS,SHLS,"November 22, 2024",Pass,3,4.83,8.07,13.25,-6.42,-5.38,PENDING ⏳
QXO,QXO,"November 22, 2024",Hold,7,17.04,-2.35,-11.21,-26.58,-1.29,WRONG ❌
IWM,IWM,"November 22, 2024",Buy,8,236.21,1.3,-7.0,-8.51,-14.45,WRONG ❌
OXY,OXY,"November 22, 2024",Pass,4,50.58,-2.6,-7.46,-2.47,-20.13,PENDING ⏳
NSRGY,NESTLE,"November 22, 2024",Watch for a pullback,5,82.43,2.0,-3.27,11.75,29.21,PENDING ⏳
CPS,CPS,"November 22, 2024",Buy,9,14.42,7.07,-4.58,2.01,53.54,WRONG ❌
AAP,AAP,"November 22, 2024",Strong Buy,9,39.88,1.37,7.26,7.08,22.16,PENDING ⏳
QXO,QXO,"November 22, 2024",Hold,7,17.04,-2.35,-11.21,-26.58,-1.29,WRONG ❌
BABA,BABA,"November 22, 2024",Strong Buy,9,81.75,5.1,2.42,72.92,46.13,PENDING ⏳
WFC,WFC,"May 20th, 2025",Hold,5,74.69,-2.03,-1.03,2.69,15.5,SAFE 🛡️
BABA,BABA,"May 20th, 2025",Buy,10,123.08,-4.51,-7.79,-1.48,28.3,WRONG ❌
XOM,XOM,"May 20th, 2025",Hold,5,103.08,-1.36,7.85,2.41,13.6,SAFE 🛡️
UNH,UNH,"May 20th, 2025",Pass,4,315.19,-8.27,-3.79,-4.79,6.85,PENDING ⏳
SWK,SWK,"May 20th, 2025",Buy,9,68.06,-4.69,-7.25,6.35,-0.9,WRONG ❌
VFC,VFC,"May 20th, 2025",Buy,8,14.18,-6.1,-17.94,-8.72,8.38,WRONG ❌
GLW,GLW,"May 20th, 2025",Buy,8,47.36,4.04,5.82,37.16,87.32,CORRECT ✅
NVDA,NVDA,"May 20th, 2025",Watch and wait,5,134.36,0.83,8.27,34.29,44.24,PENDING ⏳
GNRC,GNRC,"May 20th, 2025",Buy,9,127.26,-0.94,-1.37,56.22,27.63,FLAT ➖
CBOE,CBOE,"May 20th, 2025",Hold,5,225.43,2.3,0.96,9.85,15.72,SAFE 🛡️
QXO,QXO,"May 20th, 2025",Buy,10,18.35,-10.74,22.62,11.72,2.4,CORRECT ✅
GOOG,GOOG,"May 20th, 2025",Hold,6,164.87,5.24,5.36,24.1,74.23,SAFE 🛡️
AMZN,AMZN,"May 20th, 2025",Hold,6,204.07,0.96,4.14,13.21,19.66,SAFE 🛡️
BA,BA,"May 20th, 2025",Buy,10,207.67,-3.2,-4.81,13.29,-5.86,WRONG ❌
UBER,UBER,"May 20th, 2025",Buy,8,91.87,-3.12,-9.18,0.79,1.85,WRONG ❌
WMT,WMT,"May 20th, 2025",Wait for a pullback to buy,5,97.37,-0.22,-2.77,2.49,6.01,PENDING ⏳
DIS,DIS,"May 20th, 2025",Buy,9,111.13,0.0,4.89,3.13,4.26,CORRECT ✅
CPS,CPS,"May 20th, 2025",Buy,10,23.63,-5.71,-11.21,20.48,33.22,WRONG ❌
CSX,CSX,"March 8, 2024",Buy,7,37.2,-3.19,-5.87,-13.3,-8.8,WRONG ❌
AAP,AAP,"March 8, 2024",Buy on dips,9,70.46,11.89,7.36,-11.37,-39.74,CORRECT ✅
PYPL,PYPL,"March 8, 2024",Buy on dips,9,58.87,6.51,13.54,13.57,22.01,CORRECT ✅
IJR,S&P 600,"March 8, 2024",Buy,8,104.73,-1.8,1.13,0.34,5.48,FLAT ➖
INTC,INTC,"March 8, 2024",Buy,7,43.55,-3.09,-12.89,-30.58,-53.84,WRONG ❌
GXO,GXO,"March 8, 2024",Buy,7,49.2,0.59,8.5,3.33,-0.73,CORRECT ✅
BABA,BABA,"March 8, 2024",Buy on dips,10,70.79,-0.18,-0.76,8.78,14.29,FLAT ➖
SAIA,SAIA,"June 7, 2024",Avoid,2,445.7,1.58,3.12,-6.37,25.14,WRONG ❌
SWK,SWK,"June 7, 2024",Buy,8,77.44,1.32,-1.42,22.1,9.89,FLAT ➖
BTMD,BTMD,"June 7, 2024",Avoid,4,6.69,-4.63,10.46,-8.82,3.59,WRONG ❌
FOXF,FOXF,"June 7, 2024",Possible Buy,5,44.59,3.92,4.66,-10.18,-26.13,PENDING ⏳
VFC,VF CORP,"June 7, 2024",Hold,7,13.07,1.11,-0.3,33.51,55.5,FLAT ➖
CCI,CCI,"June 7, 2024",Buy,8,91.48,0.06,-2.45,14.93,7.75,FLAT ➖
PYPL,PYPL,"June 7, 2024",Hold,7,67.14,-9.9,-12.2,7.89,28.57,WRONG ❌
BA,BA,"June 7, 2024",Hold,7,190.24,-6.82,-2.31,-14.2,-17.71,FLAT ➖
BABA,BABA,"June 7, 2024",Buy,9,75.47,-4.42,-4.22,7.46,12.0,WRONG ❌
CRK,CRK,"June 7, 2024",Hold,7,11.7,-4.7,-9.83,-17.61,29.23,WRONG ❌
GNRC,GNRC,"June 7, 2024",Buy,8,138.25,-2.37,2.85,6.21,35.59,CORRECT ✅
LULU,LULU,"June 7, 2024",Avoid,4,317.86,-3.73,-7.5,-19.62,5.2,CORRECT ✅
QXO,QXO,"June 7, 2024",Buy,10,220.0,-39.0,-77.69,-94.15,-92.13,WRONG ❌
ALB,ALB,"June 7, 2024",Buy,9,111.24,-9.61,-13.42,-25.99,-2.36,WRONG ❌
DNUT,DNUT,"June 7, 2024",Avoid,2,10.44,9.41,-5.55,9.1,3.65,CORRECT ✅
AVGO,AVGO,"June 7, 2024",Hold,5,138.4,23.35,24.51,9.91,19.14,SAFE 🛡️
ACMR,ACMR,"June 7, 2024",Pass,4,22.41,5.04,5.04,-26.51,-30.12,PENDING ⏳
IPG,IPG,"June 7, 2024",Pass,4,28.95,-4.23,-7.62,3.49,0.12,PENDING ⏳
GXO,GXO,"June 14, 2024",Buy,9,47.94,-0.19,11.18,2.11,3.78,CORRECT ✅
ALB,ALB,"June 14, 2024",Buy,8,100.55,-8.55,-7.75,-13.73,6.43,WRONG ❌
QXO,QXO,"June 14, 2024",Buy,7,134.21,-35.54,-60.55,-88.47,-87.96,WRONG ❌
INTC,INTC,"June 14, 2024",Buy,8,30.26,2.1,13.17,-35.09,-31.22,CORRECT ✅
BABA,BABA,"June 14, 2024",Buy,9,72.13,0.44,6.35,15.62,25.86,CORRECT ✅
AMD,AMD,"June 14, 2024",Avoid,4,159.63,1.0,12.65,-6.12,-18.02,WRONG ❌
OFLX,OFLX,"June 14, 2024",Avoid,3,54.29,-6.48,-8.18,-14.4,-15.25,CORRECT ✅
CLX,CLX,"June 14, 2024",Hold,6,126.79,2.2,0.34,23.71,27.25,SAFE 🛡️
SFM,SFM,"June 14, 2024",Avoid,2,75.58,2.34,10.93,33.24,90.8,WRONG ❌
NKE,NKE,"June 14, 2024",Hold,5,90.38,4.06,-23.64,-15.68,-16.07,BAD HOLD ❌
AMZN,AMZN,"June 14, 2024",Buy,6,183.66,2.95,4.93,0.47,23.1,CORRECT ✅
GOOG,GOOG,"June 14, 2024",Hold,5,177.24,1.06,5.51,-14.59,-0.47,SAFE 🛡️
TSLA,TSLA,"June 14, 2024",Hold,5,178.01,2.81,41.92,28.16,118.97,SAFE 🛡️
CCI,CCI,"June 14, 2024",Buy,7,91.53,-2.62,4.06,21.23,4.3,CORRECT ✅
RRC,RRC,"June 14, 2024",Buy,7,34.74,-5.05,-1.16,-17.36,-2.91,FLAT ➖
VFC,VFC,"June 14, 2024",Buy,7,13.21,4.91,-2.27,29.25,57.26,FLAT ➖
PYPL,PYPL,"June 14, 2024",Buy,7,60.5,-0.04,-0.27,14.37,48.43,FLAT ➖
ENPH,ENPH,"June 14, 2024",Avoid,3,124.61,-14.4,-9.27,-11.25,-38.7,CORRECT ✅
TGT,TGT,January 30th 2025,Consider,5,134.51,-4.1,-10.78,-30.56,-22.7,PENDING ⏳
QXO,QXO,January 30th 2025,Hold,7,13.42,0.97,-5.07,-0.6,62.3,SAFE 🛡️
BA,BA,January 30th 2025,Hold,7,179.53,2.94,-2.73,2.07,31.68,SAFE 🛡️
VFC,VFC,January 30th 2025,Buy/Hold,9,26.33,-8.43,-7.43,-55.68,-52.96,WRONG ❌
GM,GM,January 30th 2025,Hold,5,48.99,-3.17,-0.75,-8.37,8.6,SAFE 🛡️
UPS,UPS,January 30th 2025,Wait and See,5,107.51,-1.24,5.08,-15.87,-8.85,PENDING ⏳
INTC,INTC,January 30th 2025,Hold,4,20.01,-3.15,18.59,0.45,3.35,SAFE 🛡️
NVDA,NVDA,January 30th 2025,Sell/Avoid,9,124.62,3.23,0.22,-12.61,41.82,FLAT ➖
BABA,BABA,January 30th 2025,Buy/Hold,10,101.03,-2.3,28.98,16.24,20.9,CORRECT ✅
UBER,UBER,January 2025,Pass,4,63.17,,5.83,15.55,47.7,PENDING ⏳
ETSY,ETSY,January 2025,Buy,9,53.11,,3.39,-8.62,-5.55,CORRECT ✅
C,C,January 2025,Buy,8,68.05,,16.43,1.56,23.53,CORRECT ✅
BA,BA,January 2025,Buy,9,171.87,,2.71,-2.15,21.91,CORRECT ✅
ETSY,ETSY,January 2025,Buy,9,53.11,,3.39,-8.62,-5.55,CORRECT ✅
C,C,January 2025,Buy,8,68.05,,16.43,1.56,23.53,CORRECT ✅
GNRC,GNRC,January 2025,Buy,9,157.0,,-4.89,-19.54,-8.78,WRONG ❌
BABA,BABA,January 2025,Buy,10,83.54,,16.35,56.21,35.76,CORRECT ✅
CTO,CTO,January 2025,Buy on pullback,8,17.8,,1.34,1.99,-7.19,FLAT ➖
AAP,AAP,January 2025,Buy,8,47.07,,1.3,-18.5,-2.13,FLAT ➖
NVDA,NVDA,January 2025,Hold,6,138.27,,-13.19,-20.35,14.25,BAD HOLD ❌
DIS,DIS,January 2025,Hold,7,109.61,,2.02,-11.86,12.38,FLAT ➖
VFC,VF,January 2025,Consider,6,21.06,,20.57,-24.9,-44.81,CORRECT ✅
EW,EW,January 2025,Hold,5,72.59,,-0.19,-0.99,7.74,SAFE 🛡️
BURBY,BURBERRY,January 2025,Pass,2,11.98,,22.04,-18.61,35.39,WRONG ❌
XBI,XBI,January 2025,Buy,8,91.49,,1.25,-14.6,-9.38,FLAT ➖
GPC,GPC,January 2025,Pass,5,112.44,,0.16,2.9,6.25,PENDING ⏳
NKE,NIKE,January 2025,Hold,5,71.98,,4.38,-11.65,-2.44,SAFE 🛡️
GNRC,GNRC,January 2025,Buy,9,157.0,,-4.89,-19.54,-8.78,WRONG ❌
BABA,BABA,January 2025,Buy,10,83.54,,16.35,56.21,35.76,CORRECT ✅
CTO,CTO,January 2025,Buy on pullback,8,17.8,,1.34,1.99,-7.19,FLAT ➖
AAP,AAP,January 2025,Buy,8,47.07,,1.3,-18.5,-2.13,FLAT ➖
NVDA,NVDA,January 2025,Hold,6,138.27,,-13.19,-20.35,14.25,BAD HOLD ❌
DIS,DIS,January 2025,Hold,7,109.61,,2.02,-11.86,12.38,FLAT ➖
VFC,VF,January 2025,Consider,6,21.06,,20.57,-24.9,-44.81,CORRECT ✅
EW,EW,January 2025,Hold,5,72.59,,-0.19,-0.99,7.74,SAFE 🛡️
UBER,UBER,January 2025,Pass,4,63.17,,5.83,15.55,47.7,PENDING ⏳
BURBY,BURBERRY,January 2025,Pass,2,11.98,,22.04,-18.61,35.39,WRONG ❌
GPC,GPC,January 2025,Pass,5,112.44,,0.16,2.9,6.25,PENDING ⏳
NKE,NIKE,January 2025,Hold,5,71.98,,4.38,-11.65,-2.44,SAFE 🛡️
BA,BA,January 2025,Buy,9,171.87,,2.71,-2.15,21.91,CORRECT ✅
XBI,XBI,January 2025,Buy,8,91.49,,1.25,-14.6,-9.38,FLAT ➖
ETSY,ETSY,January 2025,Buy,9,53.11,,3.39,-8.62,-5.55,CORRECT ✅
BA,BA,January 2025,Buy,9,171.87,,2.71,-2.15,21.91,CORRECT ✅
UBER,UBER,January 2025,Pass,4,63.17,,5.83,15.55,47.7,PENDING ⏳
DIS,DIS,January 2025,Hold,7,109.61,,2.02,-11.86,12.38,FLAT ➖
BURBY,BURBERRY,January 2025,Pass,2,11.98,,22.04,-18.61,35.39,WRONG ❌
NVDA,NVDA,January 2025,Hold,6,138.27,,-13.19,-20.35,14.25,BAD HOLD ❌
AAP,AAP,January 2025,Buy,8,47.07,,1.3,-18.5,-2.13,FLAT ➖
CTO,CTO,January 2025,Buy on pullback,8,17.8,,1.34,1.99,-7.19,FLAT ➖
BABA,BABA,January 2025,Buy,10,83.54,,16.35,56.21,35.76,CORRECT ✅
GPC,GPC,January 2025,Pass,5,112.44,,0.16,2.9,6.25,PENDING ⏳
NKE,NIKE,January 2025,Hold,5,71.98,,4.38,-11.65,-2.44,SAFE 🛡️
VFC,VF,January 2025,Consider,6,21.06,,20.57,-24.9,-44.81,CORRECT ✅
